Abstract,Authors,Categories,Countries,Date,Day,Locations,MonthName,Publisher,SJR Best Quartile,Title,Type,Universities,WebSite,Year,_id
"Internet of Things (IoT) has become more important for setting up a smart environment, e.g., smart home. It is a network of connected devices, which can provide many benefits such as automating and controlling the tasks on a daily basis without human intervention. While due to the dispersed structure, IoT networks are vulnerable to various attacks, e.g., Distributed Denial of Service (DDoS). To protect such environment, building a suitable collaborative intrusion detection network (CIDN) is essential by enabling the exchange of required data among nodes. In addition, deploying a packet filtration mechanism with CIDN is necessary to reduce unwanted events and traffic. However, how to safeguard the integrity of exchanged information is a challenge, because a malicious internal node can manipulate and deliver untruthful data. Motivated by the blockchain technology, in this work, we develop a blockchain-based filtration mechanism with CIDN to help protect the security of IoT networks by refining unexpected events. In addition, we leverage IPFS technology to host and share information like blacklist. In the evaluation, we examine the filter performance with three real datasets, a simulated environment and a practical environment, respectively. The results demonstrate the effectiveness and scalability of our filter compared with similar studies.","[WenjuanLiab, YuWanga, JinLia]",Hardware and Architecture (Q1); Software (Q1),"[China, China, China]", June 2022,,"[Institute of Artificial Intelligence and Blockchain, Guangzhou University, China, Institute of Artificial Intelligence and Blockchain, Guangzhou University, China, Institute of Artificial Intelligence and Blockchain, Guangzhou University, China]",June,Journal of Systems Architecture,Q1,Journal of Systems Architecture,,"[Institute of Artificial Intelligence and Blockchain, Institute of Artificial Intelligence and Blockchain, Institute of Artificial Intelligence and Blockchain]",Sciences Directes,2022,63ae010034ac983172e7eebb
"We introduce the notion of a Succinct Parallelizable Argument of Knowledge (SPARK). This is an argument of knowledge with the following three efficiency properties for computing and proving a (non-deterministic, polynomial time) parallel RAM computation that can be computed in parallel time T with at most p processors:",[Ran Canetti],Artificial Intelligence (Q1); Control and Systems Engineering (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Software (Q1),[USA],16 September 2020,16,"[Boston University, Boston MA, USA]",September,Journal of the ACM,Q1,Journal of the ACM,RESEARCH-ARTICLE,[Boston University],ACM,2020,63ae010034ac983172e7eebc
"We consider fault-tolerant boolean formulas in which the output of a faulty gate is short-circuited to one of the gate’s inputs. A recent result by Kalai et al. [FOCS 2012] converts any boolean formula into a resilient formula of polynomial size that works correctly if less than 1/6 of the gates (on every input-to-output path) are faulty. We improve the result of Kalai et al., and show how to efficiently fortify any boolean formula against a fraction of 1/5 of short-circuit gates per path, with only a polynomial blowup in size. We additionally show that it is impossible to obtain formulas with higher resilience and sub-exponential growth in size.","[Mark Braverman, Klim Efremenko, Ran Gelles, Michael Yitayew]",Artificial Intelligence (Q1); Control and Systems Engineering (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Software (Q1),"[USA, Israel, Israel, USA]",23 August 2022,23,"[Department of Computer Science, Princeton University, Princeton, New-Jersey, USA, Department of Computer Science, Ben-Gurion University, Beer-Sheba, Israel, Faculty of Engineering, Bar-Ilan University, Ramat-Gan, Israel, Department of Computer Science, Princeton University, Princeton, New-Jersey, USA]",August,Journal of the ACM,Q1,Journal of the ACM,RESEARCH-ARTICLE,"[Department of Computer Science, Department of Computer Science, Faculty of Engineering, Department of Computer Science]",ACM,2022,63ae010034ac983172e7eebd
"We introduce the notion of a Succinct Parallelizable Argument of Knowledge (SPARK). This is an argument of knowledge with the following three efficiency properties for computing and proving a (non-deterministic, polynomial time) parallel RAM computation that can be computed in parallel time T with at most p processors:","[Naomi Ephraim, Cody Freitag, Ilan Komargodski, Rafael Pass]",Artificial Intelligence (Q1); Control and Systems Engineering (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Software (Q1),"[USA, USA, Israel, USA]",27 October 2022,27,"[Cornell Tech, New York, NY, USA, Cornell Tech, New York, NY, USA, Hebrew University and NTT Research, Jerusalem, Israel, Cornell Tech, New York, NY, USA]",October,Journal of the ACM,Q1,Journal of the ACM,RESEARCH-ARTICLE,"[Cornell Tech, Cornell Tech, Hebrew University and NTT Research, Cornell Tech]",ACM,2022,63ae010034ac983172e7eebe
"Runtime verification is a lightweight method for monitoring the formal specification of a system during its execution. It has recently been shown that a given state predicate can be monitored consistently by a set of crash-prone asynchronous distributed monitors observing the system, only if each monitor can emit verdicts taken from a large enough finite set. We revisit this impossibility result in the concrete context of linear-time logic (ltl) semantics for runtime verification, that is, when the correctness of the system is specified by an ltl formula on its execution traces. First, we show that monitors synthesized based on the 4-valued semantics of ltl (rv-ltl) may result in inconsistent distributed monitoring, even for some simple ltl formulas. More generally, given any ltl formula φ, we relate the number of different verdicts required by the monitors for consistently monitoring φ, with a specific structural characteristic of φ called its alternation number. Specifically, we show that, for every k ≥ 0, there is an ltl formula φ with alternation number k that cannot be verified at runtime by distributed monitors emitting verdicts from a set of cardinality smaller than k + 1. On the positive side, we define a family of logics, called distributed ltl (abbreviated as dltl), parameterized by k ≥ 0, which refines rv-ltl by incorporating 2k + 4 truth values. Our main contribution is to show that, for every k ≥ 0, every ltl formula φ with alternation number k can be consistently monitored by distributed monitors, each running an automaton based on a (2 ⌈ k/2 ⌉ +4)-valued logic taken from the dltl family.","[Borzoo Bonakdarpour, Pierre Fraigniaud, Sergio Rajsbaum, David Rosenblueth, Corentin Travers]",Artificial Intelligence (Q1); Control and Systems Engineering (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Software (Q1),"[U.S.A., France, México, México, France]",27 October 2022,27,"[Michigan State University, U.S.A., Université de Paris and CNRS, France, Universidad Nacional Autónomade México, México, Universidad Nacional Autónomade México, México, University of Bordeaux and CNRS, France]",October,Journal of the ACM,Q1,Journal of the ACM,RESEARCH-ARTICLE,"[Michigan State University, Université de Paris and CNRS, Universidad Nacional Autónomade México, Universidad Nacional Autónomade México, University of Bordeaux and CNRS]",ACM,2022,63ae010034ac983172e7eebf
"We investigate the overlapping of the concepts of prestige and success in art. To this end, we invited a group of art experts and a group of artists to select a small number of artworks that they deemed of high quality among those the crypto art gallery SuperRare displays. We then matched the selections with indicators of market success for the same artworks. We find that prestigious artworks selected by art experts and artists are also successful in the gallery marketplace, tracing an interesting link between prestige and success in the art context. We also observe a clear divergence between the roles of art expert and art maker (artist).",[Massimo Franceschet],Conservation (Q1); Computer Graphics and Computer-Aided Design (Q2); Computer Science Applications (Q3); Information Systems (Q3),[Italy],16 August 2020,16,"[Department of Mathematics, Computer Science, and Physics--University of Udine, Via delle Scienze, Udine, Italy]",August,Journal on Computing and Cultural Heritage,Q1,Journal on Computing and Cultural Heritage,RESEARCH-ARTICLE,[Department of Mathematics],ACM,2020,63ae010034ac983172e7eec0
"Digital archives of memory institutions are typically concerned with the cataloguing of artefacts of artistic, historical, and cultural value. Recently, new forms of citizen participation in cultural heritage have emerged, producing a wealth of material spanning from visitors’ experiential feedback on exhibitions and cultural artefacts to digitally mediated interactions like the ones happening on social media platforms. Citizen curation is proposed in the context of the European project SPICE (Social Participation, Cohesion, and Inclusion through Cultural Engagement) as a methodology for producing, collecting, interpreting, and archiving people’s responses to cultural objects, with the aim of favouring the emergence of multiple, sometimes conflicting, viewpoints and motivating users and memory institutions to reflect upon them. We argue that citizen curation urges to rethink the nature of computational infrastructures supporting data management of memory institutions, bringing novel challenges that include issues of distribution, authoritativeness, interdependence, privacy, and rights management. To approach these issues, we survey relevant literature toward a distributed, Linked Data infrastructure, with a focus on identifying the roles and requirements involved in such an infrastructure. We show how existing research can contribute significantly in facing the challenges raised by citizen curation and discuss challenges and opportunities from the socio-technical standpoint.","[Enrico Daga, Luigi Asprino, Rossana Damiano, Marilena Daquino, Belen Diaz Agudo, Aldo Gangemi]",Conservation (Q1); Computer Graphics and Computer-Aided Design (Q2); Computer Science Applications (Q2); Information Systems (Q2),"[United Kingdom, Italy, Italy, Italy, Spain, Italy]",22 January 2022,22,"[The Open University, Milton Keynes, United Kingdom, University of Bologna, Bologna, Italy, University of Turin (CIRMA and Dipartimento di Informatica), Turin, Italy, University of Bologna, Bologna, Italy, Complutense University of Madrid, Madrid, Spain, CNR, ISTC–Institute of Cognitive Sciences and Technologies, Rome, Italy]",January,Journal on Computing and Cultural Heritage,Q1,Journal on Computing and Cultural Heritage,RESEARCH-ARTICLE,"[The Open University, University of Bologna, University of Turin (CIRMA and Dipartimento di Informatica), University of Bologna, Complutense University of Madrid, CNR]",ACM,2022,63ae010034ac983172e7eec1
"Blockchain is being used in various global supply chains with its ever-increasing maturity and popularity. However, in the presence of subjective information that does not have a digital footprint, blockchain application is a grey area. This is due to the difficulty in confirming the authenticity or legitimacy of information before achieving consensus on it using existing mechanisms such as Proof of Work (PoW), Proof of Authority (PoA) or Proof of Stake (PoS). In this paper, we attempt to address this issue. Specifically, we propose the Proof by Earnestness (PoE) consensus mechanism that determines the subjective information’s truthfulness before further processing and formalising in blockchains. We consider supply chain risk management (SCRM) as our application area due to the vast amount of available subjective information.","[DacanLiab, YuanyuanGongc]",Artificial Intelligence (Q1); Information Systems and Management (Q1); Management Information Systems (Q1); Software (Q1),[],17 August 2022,17,[],August,Knowledge-Based Systems,Q1,Knowledge-Based Systems,,[],Sciences Directes,2022,63ae010034ac983172e7eec2
"Recently, there has been significant growth in the consumption of the most widely diversified Internet of Things (IoT) technological knowledge, and devices, which has resulted in an impact on not only electrical items and the agricultural and food industries (Agri-Food) supply chain networks. This has sparked intense curiosity about the development of information sharing that is reliable, traceable, and transparent, and also increased significant research and advancement efforts. Existing IoT-based trace & authenticity methods for agri-food distribution networks are constructed on top of centralized architectures, which creates the potential for significant issues such as data security, manipulation, and standard points of weakness. A creative and scraping methodological approach to implementing decentralized trust-free networks is represented by blockchain technologies, the decentralized blockchain technologies that underpin cryptocurrencies. The fault tolerance, data integrity, visibility, and complete tracing of saved transactional data, along with cohesive digital information of property resources and independent transactions implementations, are in fact features built into this digitalization. This study introduces Agri-BlockIoT, a completely decentralized blockchain-based traceable platform for managing a global agro-food distribution network that can seamlessly connect IoT systems that produce and consume digital information all along the distribution chain. We implemented a use caseto achieve transparency and traceability. Lastly, we analyzed and contrasted the implementations' capability in terms of delay, CPU, or network utilization.","[GowthamRamkumara, KishoriKasatb, Raseem AbdulKhader Pc, NawalMuhammed P Kd, TannaRaghue, SoniaChhabraf]","Industrial and Manufacturing Engineering (Q3); Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4); Mechanics of Materials (Q4)",[], December 2022,,[],December,Measurement: Sensors,Q3,Measurement: Sensors,,[],Sciences Directes,2022,63ae010034ac983172e7eec3
"SMEs in China always face financing constraints and hardly obtain bank loans under unsound financing system due to the information asymmetry, while thousands of SMEs have contributed greatly to Chinese economic development in the last decades. Credit reporting has been verified to be an effective way to lower information asymmetry. However, existed credit reporting systems for SMEs can not meet the development of SMEs and provide enough information to the financial institutions in China. This paper introduces an active and dynamic credit reporting framework based on Big data and Blockchain for SMEs. The framework is composed of five modules, including credit data acquisition, authentication, evaluation, reporting, and interaction. And it features in capturing diversified data online, conducting evaluation and analysis in real time, generating online credit reports for users automatically, and providing an effective way for different entities to interact. A case study from a real credit evaluation company is also proposed finally to show the proposed framework.","[Yunchuan Sun, Xiaoping Zeng, Xuegang Cui, Guangzhi Zhang, Rongfang Bie]",Computer Science Applications (Q2); Hardware and Architecture (Q2); Management Science and Operations Research (Q2),"[China, China, China, China, China]",04 September 2019,4,"[Business School, Beijing Normal University, 100875, Beijing, China, Business School, Beijing Normal University, 100875, Beijing, China, Business School, Beijing Normal University, 100875, Beijing, China, School of Artificial Intelligence, Beijing Normal University, 100875, Beijing, China, School of Artificial Intelligence, Beijing Normal University, 100875, Beijing, China]",September,Personal and Ubiquitous Computing,Q2,Personal and Ubiquitous Computing,RESEARCH-ARTICLE,"[Business School, Business School, Business School, School of Artificial Intelligence, School of Artificial Intelligence]",ACM,2019,63ae010034ac983172e7eec4
"Smart city infrastructures such as transportation and energy networks are evolving into so-called cyber physical social systems (CPSSs), which collect and leverage citizens’ data in order to adapt services to citizens’ needs. The privacy implications of such systems are, however, significant and need to be addressed. Current systems either try to escape the privacy challenge via anonymization or use very rigid, hard-coded workflows that have been agreed with a data protection authority. In the case of the latter, there is a severe impact on data quality and richness, whereas in the former, only these hard-coded flows are permitted resulting in diminished functionality and potential. We address these limitations via user modeling in terms of investigating how to model and semantically represent user consent, preferences, and data usage policies that will guide the processing of said data in the data lake. Data protection is a horizontal field and consequently very wide. Therefore, we focus on a concrete setting where we extend the domain-agnostic SPECIAL policy language for a smart mobility use case supplied by Vienna’s largest utility provider. To that end, (1) we create an extension of SPECIAL in terms of a core CPSS vocabulary that lowers the semantic gap between the domain agnostic terms of SPECIAL and the vocabulary of the use case; (2) we propose a workflow that supports defining domain-specific vocabularies for complex CPSSs; and (3) show that these two contributions allow successfully achieving the goals of our setting.","[Javier D. Fernández, Marta Sabou, Sabrina Kirrane, Elmar Kiesling]",Computer Science Applications (Q2); Hardware and Architecture (Q2); Management Science and Operations Research (Q3),"[Austria, Austria, Austria, Austria]",14 January 2020,14,"[Vienna University of Economics and Business, Vienna, Austria, Technical University of Vienna, Vienna, Austria, Vienna University of Economics and Business, Vienna, Austria, Technical University of Vienna, Vienna, Austria]",January,Personal and Ubiquitous Computing,Q2,Personal and Ubiquitous Computing,RESEARCH-ARTICLE,"[Vienna University of Economics and Business, Technical University of Vienna, Vienna University of Economics and Business, Technical University of Vienna]",ACM,2020,63ae010034ac983172e7eec5
"In this information age, with the emergence of organizations, the number of various resources on the Internet of Things is also increasing. Generally, different users have different access permissions to different resources and most of the existing schemes have realized access control. But most of them are rough and not feasible in many organizations. Moreover, traditional access control schemes adopted a central entity or a trusted third party to centrally manage users’ permissions and access information, which can easily lead to single point of failure. Therefore, a kind of secure, trusted, and fine-grained access control is urgently needed in some large-scale organizations or institutions that maintain thousands of IoT devices. In order to solve the above problems, in this paper, we propose a blockchain-based high-efficiency access control framework called BHE-AC to achieve secure and efficient access to resources for users. In BHE-AC, a registration model is designed to register users and resources, and it can evaluate the ability value for users according to their attributes which is an essential factor when requesting resources. Besides, we represent a blockchain-based token requesting mechanism to compare the capability values of users with requested resources; meanwhile, the mechanism also allows users to request multiple resources at the same time, which can avoid repeated requests. Then, an unforgeable token indicates the users’ access to a specific resource is granted to a requester only if a requester meets the access requirements; from then on, the user can use a token to invoke the resource. Finally, security analysis and experiments of our framework are given in our paper. The experimental results show that BHE-AC can achieve low cost and efficient access.","[Baobao Chai, Biwei Yan, Jiguo Yu, Guijuan Wang]",Library and Information Sciences (Q1); Computer Science Applications (Q2); Hardware and Architecture (Q2); Management Science and Operations Research (Q2),"[People’s Republic of China, People’s Republic of China, People’s Republic of China, People’s Republic of China]",08 April 2021,8,"[School of Computer Science and Technology, Qilu University of Technology (Shandong Academy of Sciences), 250253, Jinan, Shandong, People’s Republic of China, School of Mathematical Sciences, Qufu Normal University, 273165, Qufu, Shandong, People’s Republic of China, School of Computer Science and Technology, Qilu University of Technology (Shandong Academy of Sciences), 250253, Jinan, Shandong, People’s Republic of China, School of Computer Science and Technology, Qilu University of Technology (Shandong Academy of Sciences), 250253, Jinan, Shandong, People’s Republic of China]",April,Personal and Ubiquitous Computing,Q1,Personal and Ubiquitous Computing,RESEARCH-ARTICLE,"[School of Computer Science and Technology, School of Mathematical Sciences, School of Computer Science and Technology, School of Computer Science and Technology]",ACM,2021,63ae010034ac983172e7eec6
"With the fast development of natural language processing (NLP), financial text data processing has gained much attention due to its huge potential business value. Deep learning model based on manual perception-based labeling is commonly used to illustrate implicit meanings behind financial text. However, such manual labeling is costly and subjective, and may not perform well due to its weak link with direct financial trading. This paper therefore proposes a novel learning model called Enhancement Learning (EL) on financial text data by using task-based labeling. Financial text often has its application task. The derived financial trading data from such task called task-based label is objective and links to certain characters of financial text. Compared to model trained only on manual labels, EL consists of two models trained by manual perception-based labels and derived task-based labels respectively. Then, the task-based model will be used as main model to produce initial judgment on text, with the perception-based model as a filter to drop cases which are different from common perception. This task-oriented perception-enhanced approach can improve the performance of financial text data due to its direct link with financial task and further verification from perception. This paper illustrates the proposed Enhancement Learning on financial text data by the case in stock return prediction. Numerical experiments show that EL performs better than both the perception-based model and the task-based model.","[Xiliu Man, Jianwu Lin]",Library and Information Sciences (Q1); Computer Science Applications (Q2); Hardware and Architecture (Q2); Management Science and Operations Research (Q2),"[China, China]",02 January 2021,2,"[Tsinghua-Berkeley Shenzhen Institute, Tsinghua University, 518055, Shenzhen, China, Tsinghua Shenzhen International Graduate School, Tsinghua University, 518055, Shenzhen, China]",January,Personal and Ubiquitous Computing,Q1,Personal and Ubiquitous Computing,RESEARCH-ARTICLE,"[Tsinghua-Berkeley Shenzhen Institute, Tsinghua Shenzhen International Graduate School]",ACM,2021,63ae010034ac983172e7eec7
"Forward-backward doubly stochastic differential equations (FBDSDEs) are related to a type of quasi-linear parabolic stochastic partial differential equations (SPDEs). We propose a deep learning-based numerical algorithm for solving such equations. Using deep neural networks as approximations of the controls, we can deal with high-dimensional cases. Numerical experiments are carried out to demonstrate the accuracy and efficiency of the proposed numerical algorithm.","[Bin Teng, Yufeng Shi, Qingfeng Zhu]",Library and Information Sciences (Q1); Computer Science Applications (Q2); Hardware and Architecture (Q2); Management Science and Operations Research (Q2),"[China, China, China]",05 March 2021,5,"[Institute for Financial Studies and School of Mathematics, Shandong University, 250100, Jinan, China, Institute for Financial Studies and School of Mathematics, Shandong University, 250100, Jinan, China, School of Mathematics and Quantitative Economics, Shandong University of Finance and Economics, 250014, Jinan, China]",March,Personal and Ubiquitous Computing,Q1,Personal and Ubiquitous Computing,RESEARCH-ARTICLE,"[Institute for Financial Studies and School of Mathematics, Institute for Financial Studies and School of Mathematics, School of Mathematics and Quantitative Economics]",ACM,2021,63ae010034ac983172e7eec8
"In this paper, we provide an overview of ACM TWEB’s special issue, Financial Technology on the Web. This special issue covers diverse topics: (1) a new architecture for leveraging online news to investment and risk management, (2) a cross-platform analysis of the post quality and users’ behaviors, and (3) an empirical study on disentangling decentralized finance (DeFi) compositions. In addition to a guide for the special issue, we also share a brief opinion on the future of FinTech on the Web.","[Anton Kos, Yunchuan Sun, Rongfang Bie]",Library and Information Sciences (Q1); Computer Science Applications (Q2); Hardware and Architecture (Q2); Management Science and Operations Research (Q2),"[Slovenia, China, China]",25 March 2021,25,"[Faculty of Electrical Engineering, University of Ljubljana, Tržaška cesta 25, 1000, Ljubljana, Slovenia, Business School, Beijing Normal University, 19 Xinjiekouwai Street, 100875, Beijing, China, School of Artifical Intelligence, Beijing Normal University, 19 Xinjiekouwai Street, 100875, Beijing, China]",March,Personal and Ubiquitous Computing,Q1,Personal and Ubiquitous Computing,EDITORIAL,"[Faculty of Electrical Engineering, Business School, School of Artifical Intelligence]",ACM,2021,63ae010034ac983172e7eec9
"For over 25 years, the ACM International Conference on Supporting Group Work (GROUP) has been and will continue to be the premier venue for research on Computer-Supported Cooperative Work, Human--Computer Interaction, Computer-Supported Collaborative Learning, and Socio-Technical Studies. The three papers in this special issue demonstrate GROUP's continued commitment to diverse research approaches, emerging technologies, and collaborative work. We hope you enjoy these papers and, like us, look forward to another 25 years of GROUP.","[Jieun Lee, Supratip Ghose, Jungsoo Han]",Library and Information Sciences (Q1); Computer Science Applications (Q2); Hardware and Architecture (Q2); Management Science and Operations Research (Q2),"[South Korea, Bangladesh, South Korea]",18 August 2021,18,"[Korea Convergence Society, 65, Buldang 21-ro, Seobuk-gu, Cheonan-si, Chungcheongnam-do, South Korea, Deptartment of Computer Science and Engineering, University of Information Technology & Sciences, Dhaka, Bangladesh, Division of Computer Engineering, Baekseok University, Baekseokdaehak-ro, Dongnam-gu, Cheonan-si, Chungcheongnam-do, South Korea]",August,Personal and Ubiquitous Computing,Q1,Personal and Ubiquitous Computing,EDITORIAL,"[Korea Convergence Society, Deptartment of Computer Science and Engineering, Division of Computer Engineering]",ACM,2021,63ae010034ac983172e7eeca
"This paper argues that a conventional approach to cybersecurity awareness is not effective in influencing employees and creating sustainable behaviour change. The increase in security incidents caused by employees is evidence that providing information to raise employees’ awareness does not necessarily result in improving their security behaviour, and organisations must transform their security awareness program to extend beyond awareness to influence and behaviour change. This paper presents an in-depth case study of Telstra a leading Australian telecommunication company with a well-resourced and mature cybersecurity influence program that evolved as a result of experience throughout the years. The paper adopts the psychological attachment theory to explain strategies (e.g. cybersecurity champion) implemented by Telstra influence team to influence employees to improve their security-related behaviour. The contribution of this paper represents the first step for a comprehensive practice-based guidance for organisations on how to transform their cybersecurity beyond awareness to influence behavioural change. This paper is based on both academic and industrial perspectives, and it provides a sound basis for future empirical work.","[Moneer Alshaikh, Blair Adamson]",Library and Information Sciences (Q1); Computer Science Applications (Q2); Hardware and Architecture (Q2); Management Science and Operations Research (Q2),"[Saudi Arabia, Australia]",15 March 2021,15,"[Department of Cybersecurity, College of Computer Science and Engineering, University of Jeddah, P.O. Box 13151, 6420 University of Jeddah Road, 21493, Jeddah, Saudi Arabia, Cyber Influence, Telstra, Melbourne, Australia]",March,Personal and Ubiquitous Computing,Q1,Personal and Ubiquitous Computing,RESEARCH-ARTICLE,"[Department of Cybersecurity, Cyber Influence]",ACM,2021,63ae010034ac983172e7eecb
"In this paper, we argue that off-balance-sheet information is potentially useful to evaluate accounting information quality in addition to financial indicators. We propose a novel method to evaluate the accounting information quality of listed companies in China by merging four financial attributes and six indicators derived from off-balance-sheet information, where the principal component analysis is used to filter the indicators which count heavily for the evaluation. Validation and comparison are implemented on the dataset of all financial frauds and violations (5031 cases) of 1995 listed companies of Shenzhen Stock Exchange from 2003 to 2017. The results show that the proposed method outperforms both the traditional “DD model” (Dechow and Dichev, The Accounting Review 77(1):35–59, 2002) and the model only involving financial indicators in identifying and predicting financial fraud of enterprises. The results highlight that off-balance-sheet information is indeed useful and important to evaluate accounting information quality.","[Yunchuan Sun, Xiaoping Zeng, Luyu Wang, Siyu Zhou, Xiaowu Liu, Sanjaya Kuruppu]",Library and Information Sciences (Q1); Computer Science Applications (Q2); Hardware and Architecture (Q2); Management Science and Operations Research (Q2),"[China, China, China, China, China, Australia]",30 January 2021,30,"[International Institute of Big Data in Finance, Business School, Beijing Normal University, 100875, Beijing, China, International Institute of Big Data in Finance, Business School, Beijing Normal University, 100875, Beijing, China, International Institute of Big Data in Finance, Business School, Beijing Normal University, 100875, Beijing, China, International Institute of Big Data in Finance, Business School, Beijing Normal University, 100875, Beijing, China, International Institute of Big Data in Finance, Business School, Beijing Normal University, 100875, Beijing, China, UniSA Business, University of South Australia, 5000, Adelaide, Australia]",January,Personal and Ubiquitous Computing,Q1,Personal and Ubiquitous Computing,RESEARCH-ARTICLE,"[International Institute of Big Data in Finance, International Institute of Big Data in Finance, International Institute of Big Data in Finance, International Institute of Big Data in Finance, International Institute of Big Data in Finance, UniSA Business]",ACM,2021,63ae010034ac983172e7eecc
"With the commercialization of fifth generation mobile networks (5G) and continuous innovation of the Internet of Things (IoT), crowdsensing, as a new emerging IoT application, has further deepened our knowledge, utilizing various smart objects distributed throughout the whole industrial system for data collection and processing. To avoid a single point of failure and ensure data integrity, blockchain technology was widely applied. However, due to the demand for computing power and resources, IoT devices with limited capabilities and resources are unsuitable for crowdsensing implementation in the blockchain network. Therefore, this paper proposes a lightweight blockchain-based crowdsensing model named
with a novel consensus mechanism based on global reputation to resolve the issues raised above. Furthermore, we propose a two-stage scheme and two types of smart contracts to support the crowdsensing process automatically without the intervention of any third party. Finally, we implement a blockchain prototype on Hyperledger Sawtooth, extensive experimental results show that the proposed
outperforms other crowdsensing systems in terms of both scalability and security.","[JinwenXi, ShihongZou, GuoaiXu, YuemingLu]",Applied Mathematics (Q1); Computer Networks and Communications (Q1); Computer Science Applications (Q1); Computer Science (miscellaneous) (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Software (Q1),"[China, China, China, China]", August 2022,,"[School of Cyberspace Security, Beijing University of Posts & Telecommunications, China, School of Cyberspace Security, Beijing University of Posts & Telecommunications, China, School of Cyberspace Security, Beijing University of Posts & Telecommunications, China, School of Cyberspace Security, Beijing University of Posts & Telecommunications, China]",August,Pervasive and Mobile Computing,Q1,Pervasive and Mobile Computing,,"[School of Cyberspace Security, School of Cyberspace Security, School of Cyberspace Security, School of Cyberspace Security]",Sciences Directes,2022,63ae010034ac983172e7eecd
,[Neyire DenizSarier],Applied Mathematics (Q1); Computer Networks and Communications (Q1); Computer Science Applications (Q1); Computer Science (miscellaneous) (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Software (Q1),[], October 2022,,[],October,Pervasive and Mobile Computing,Q1,Pervasive and Mobile Computing,,[],Sciences Directes,2022,63ae010034ac983172e7eece
"Conventional Cooperative spectrum sensing techniques either suffer from single point of failure attack or lack in providing incentives to users which makes them incompatible for Wireless Service Provider (WSP). We propose a dynamic spectrum access framework for WSP which gives prominence to automated sensing and sharing with the use of blockchain. In this system, the opportunity of spectrum access is first examined by sensor nodes and the access right is then allocated to the users when their transactions to WSP are authenticated in a decentralized manner. Apart from using blockchain as a reliable platform for automatic enforcement of spectrum sensing, we propose a novel mechanism for securing our network from the threats designed primarily for Cognitive Radio Networks. In addition to this, our proposed approach enhances the scalability of blockchain networks by using the sidechains for storing data and checkpointing it onto main chain after periodic intervals of time. Extensive simulations in Octave indicate superior performance offered by our proposed model.","[AqsaAshraf Makhdomi, Gh. RasoolBegh]",Electrical and Electronic Engineering (Q2),"[India, India]", December 2022,,"[Department of Electronics & Communication Engineering, NIT Srinagar, India, Department of Electronics & Communication Engineering, NIT Srinagar, India]",December,Physical Communication,Q2,Physical Communication,Full length article,"[Department of Electronics & Communication Engineering, Department of Electronics & Communication Engineering]",Sciences Directes,2022,63ae010034ac983172e7eecf
"Recent work within HCI and CSCW has become attentive to the politics of data and metrics in order to highlight the implications of what counts and how. In this paper, we relate these discussions to the longstanding distinctions made between value and values. We introduce literature on 'Valuation Studies' and argue for understanding the politics of data through valuation - an ongoing social practice that transforms socially embedded values into different forms of more abstract value. This theoretical work is developed through an ethnographic study of contemporary UK charity shops, as a site focused on the labour of valuation, but embedded in both local and global values. Through this study, we consider implications for the intervention and design of 'data-driven innovation', with a particular focus on distributed ledger technologies. We argue that these technologies inevitably engage in valuation, and require careful attention to the ongoing processes by which value is translated and performed by different stakeholders.","[Ella Tallyn, Larissa Pschetz, Rory Gianni, Chris Speed, Chris Elsden]",Computer Networks and Communications; Human-Computer Interaction; Social Sciences (miscellaneous),"[United Kingdom, United Kingdom, United Kingdom, United Kingdom, United Kingdom]",01 November 2018,1,"[The University of Edinburgh, City, United Kingdom, The University of Edinburgh, Edinburgh, United Kingdom, The University of Edinburgh, Edinburgh, United Kingdom, The University of Edinburgh, Edinburgh, United Kingdom, Northumbria University, Newcastle upon Tyne, United Kingdom]",November,Proceedings of the ACM on Human-Computer Interaction,-,Proceedings of the ACM on Human-Computer Interaction,RESEARCH-ARTICLE,"[The University of Edinburgh, The University of Edinburgh, The University of Edinburgh, The University of Edinburgh, Northumbria University]",ACM,2018,63ae010034ac983172e7eed0
