Rank;Sourceid;Title;Issn;SJR;Year;SJR Best Quartile;Categories
24319;21100837220;Revista Latinoamericana de Derecho Social;24487899, 18704670;0,105;2021;Q4;Law (Q4)
24320;18695;Revue des Etudes Slaves;2117718X, 00802557;0,105;2021;Q3;"History (Q3); Literature and Literary Theory (Q3); Cultural Studies (Q4); Linguistics and Language (Q4)"
24321;21100890940;Rural China;22136746, 22136738;0,105;2021;Q3;"History (Q3); Anthropology (Q4); Cultural Studies (Q4); Geography, Planning and Development (Q4)"
24322;21101028164;Scientia Paedagogica Experimentalis;5822351;0,105;2021;Q4;"Education (Q4); Social Sciences (miscellaneous) (Q4)"
24323;21100388303;Short Film Studies;20427824, 20427832;0,105;2021;Q3;Visual Arts and Performing Arts (Q3)
24324;21100256129;Societate si Politica;20677812, 18431348;0,105;2021;Q3;"History (Q3); Philosophy (Q4); Sociology and Political Science (Q4)"
24325;19700175830;South Australian Ornithologist;382973;0,105;2021;Q4;"Animal Science and Zoology (Q4); Ecology, Evolution, Behavior and Systematics (Q4)"
24326;21101040215;Studia et Documenta;19704879;0,105;2021;Q3;"History (Q3); Religious Studies (Q3)"
24327;19700166523;Synthesiology;18830978, 18832318;0,105;2021;Q4;"Engineering (miscellaneous) (Q4); Multidisciplinary (Q4); Social Sciences (miscellaneous) (Q4)"
24328;21100920648;Taiwan International ESP Journal;20797761;0,105;2021;Q4;"Communication (Q4); Education (Q4); Linguistics and Language (Q4)"
24329;21100258401;Temps Zero;19135963;0,105;2021;Q3;Literature and Literary Theory (Q3)
24330;21100197738;Teoria;11221259;0,105;2021;Q4;Philosophy (Q4)
24331;21100223715;Trauma (Spain);18886116;0,105;2021;Q4;Orthopedics and Sports Medicine (Q4)
24332;16400154743;University of Toronto Quarterly;00420247, 17125278;0,105;2021;Q4;Arts and Humanities (miscellaneous) (Q4)
24333;5800207900;Word and Image;2666286;0,105;2021;Q3;"Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); Linguistics and Language (Q4)"
24334;93609;World Chinese Journal of Digestology;10093079;0,105;2021;Q4;Gastroenterology (Q4)
24335;21100858388;ZARCH;23870346, 23410531;0,105;2021;Q4;"Architecture (Q4); Urban Studies (Q4)"
24336;16300154748;Zeitschrift fur Deutsches Altertum und Deutsche Literatur;442518;0,105;2021;Q3;"Literature and Literary Theory (Q3); Linguistics and Language (Q4)"
24337;21000195312;Agricultural Economics Review;11092580;0,104;2021;Q4;Agronomy and Crop Science (Q4)
24338;10300153373;Agroalimentaria;13160354;0,104;2021;Q4;"Economics, Econometrics and Finance (miscellaneous) (Q4); Food Science (Q4); Social Sciences (miscellaneous) (Q4)"
24339;21100864394;Amaltea;19891709;0,104;2021;Q3;"Literature and Literary Theory (Q3); Cultural Studies (Q4)"
24340;21100202738;Analele Universitatii din Craiova, Seria Filozofie;18418325;0,104;2021;Q4;Philosophy (Q4)
24341;19900193643;Anales de Literatura Chilena;7176058;0,104;2021;Q3;Literature and Literary Theory (Q3)
24342;21100904919;Ancient History Bulletin;8353638;0,104;2021;Q3;"Classics (Q3); History (Q3); Anthropology (Q4); Archeology (arts and humanities) (Q4); Cultural Studies (Q4)"
24343;28537;Annals of Long-Term Care;15247929;0,104;2021;Q4;"Geriatrics and Gerontology (Q4); Gerontology (Q4)"
24344;9500154131;Archaeologiai Ertesito;00038032, 1589486X;0,104;2021;Q3;"History (Q3); Archeology (Q4); Archeology (arts and humanities) (Q4)"
24345;19700181408;Architectural Theory Review;17550475, 13264826;0,104;2021;Q3;Visual Arts and Performing Arts (Q3)
24346;13303;Asian Journal of Ophthalmology;15602133;0,104;2021;Q4;Ophthalmology (Q4)
24347;28125;Bahrain Medical Bulletin;10128298;0,104;2021;Q4;Medicine (miscellaneous) (Q4)
24348;13775;BioSpektrum;09470867, 18686249;0,104;2021;Q4;"Biotechnology (Q4); Molecular Biology (Q4)"
24349;23951;Bulletin de la Societe Zoologique de France;0037962X;0,104;2021;Q4;"Animal Science and Zoology (Q4); Ecology, Evolution, Behavior and Systematics (Q4)"
24350;91500;Bulletin Hispanique;74640;0,104;2021;Q3;"History (Q3); Literature and Literary Theory (Q3); Linguistics and Language (Q4)"
24351;21100887423;Bulletin of Spanish Visual Studies;24741604, 24741612;0,104;2021;Q3;"Visual Arts and Performing Arts (Q3); Cultural Studies (Q4)"
24352;21100944445;Bulletin of the Detroit Institute of Arts;23275995, 00119636;0,104;2021;Q3;Visual Arts and Performing Arts (Q3)
24353;22942;Byzantinische Zeitschrift;00077704, 18689027;0,104;2021;Q3;"History (Q3); Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3)"
24354;21100996098;Canadian Journal of Educational Administration and Policy;12077798;0,104;2021;Q4;"Education (Q4); Strategy and Management (Q4)"
24355;21100244204;Cancer Research and Clinic;10069801;0,104;2021;Q4;"Cancer Research (Q4); Oncology (Q4)"
24356;14978;Carreteras;2126389;0,104;2021;Q4;Civil and Structural Engineering (Q4)
24357;17300154834;Cement International;16106199;0,104;2021;Q4;"Civil and Structural Engineering (Q4); Materials Science (miscellaneous) (Q4); Mechanics of Materials (Q4)"
24358;19700174892;Chinese Journal of Cancer Biotherapy;1007385X;0,104;2021;Q4;"Cancer Research (Q4); Molecular Medicine (Q4); Pharmacology (Q4)"
24359;3200147821;Chinese Journal of Emergency Medicine;16710282;0,104;2021;Q4;"Emergency Medicine (Q4); Emergency Nursing (Q4)"
24360;25247;Chinese Journal of Pharmacology and Toxicology;10003002;0,104;2021;Q4;"Pharmacology (Q4); Toxicology (Q4)"
24361;16100154734;Chronique d'Egypte;96067;0,104;2021;Q3;"History (Q3); Archeology (Q4); Archeology (arts and humanities) (Q4)"
24362;21100841303;Cogency;7188285;0,104;2021;Q4;"Communication (Q4); Linguistics and Language (Q4)"
24363;21101040634;Comparative Oriental Manuscript Studies Bulletin;24100951;0,104;2021;Q3;"Literature and Literary Theory (Q3); Conservation (Q4); Library and Information Sciences (Q4); Linguistics and Language (Q4)"
24364;21101021864;Compilation and Translation Review;20714858, 20714866;0,104;2021;Q4;"Education (Q4); Linguistics and Language (Q4)"
24365;19300156927;Conradiana;00106356, 19350252;0,104;2021;Q3;Literature and Literary Theory (Q3)
24366;18736;Cuadernos del Cendes;10122508;0,104;2021;Q4;"Geography, Planning and Development (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
24367;21101046211;Dejiny - Teorie - Kritika;24645370, 12147249;0,104;2021;Q3;History (Q3)
24368;21101047376;Dostoevsky Journal;15355314, 23752122;0,104;2021;Q3;"Literature and Literary Theory (Q3); Philosophy (Q4)"
24369;73076;Drug Discovery World;14694344;0,104;2021;Q4;Drug Discovery (Q4)
24370;12635;East African Medical Journal;0012835X;0,104;2021;Q4;Medicine (miscellaneous) (Q4)
24371;29413;Energy Studies Review;8434379;0,104;2021;Q4;"Economics and Econometrics (Q4); Energy (miscellaneous) (Q4); Environmental Engineering (Q4)"
24372;21857;Enfermedades Infecciosas y Microbiologia;14050994;0,104;2021;Q4;"Infectious Diseases (Q4); Microbiology (medical) (Q4)"
24373;21100892241;Espacio, Tiempo y Forma, Serie VII: Historia del Arte;11304715, 23401478;0,104;2021;Q3;"History (Q3); Visual Arts and Performing Arts (Q3)"
24374;23567;Estudios de Asia y Africa;1850164;0,104;2021;Q4;"Anthropology (Q4); Cultural Studies (Q4); Linguistics and Language (Q4); Sociology and Political Science (Q4)"
24375;19700183064;Eurographics Symposium on Geometry Processing;17278384;0,104;2021;Q4;"Geometry and Topology (Q4); Modeling and Simulation (Q4)"
24376;21101023975;European Public and Social Innovation Review;25299824;0,104;2021;Q4;"Development (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Sociology and Political Science (Q4)"
24377;16100154765;Fabula;00146242, 16130464;0,104;2021;Q3;"Literature and Literary Theory (Q3); Cultural Studies (Q4)"
24378;21100220344;Gazeta de Antropologia;2147564;0,104;2021;Q4;Anthropology (Q4)
24379;21100211306;Hamdard Islamicus;2507196;0,104;2021;Q3;"History (Q3); Religious Studies (Q3); Cultural Studies (Q4); Political Science and International Relations (Q4)"
24380;81154;Hecheng Shuzhi Ji Suliao/China Synthetic Resin and Plastics;10021396;0,104;2021;Q4;"Polymers and Plastics (Q4); Process Chemistry and Technology (Q4)"
24381;5700167823;History Australia;18334881, 14490854;0,104;2021;Q3;History (Q3)
24382;24727;International Journal of Applied Philosophy;0739098X;0,104;2021;Q4;Philosophy (Q4)
24383;21100244843;International Journal of Humanities Education;23272457, 23270063;0,104;2021;Q4;"Arts and Humanities (miscellaneous) (Q4); Education (Q4)"
24384;21100258851;International Journal of Interdisciplinary Global Studies;2324755X, 23247568;0,104;2021;Q4;Social Sciences (miscellaneous) (Q4)
24385;21101041818;International Journal of Statistics in Medical Research;19296029;0,104;2021;Q4;"Health Informatics (Q4); Health Information Management (Q4); Health Professions (miscellaneous) (Q4); Statistics and Probability (Q4)"
24386;19900195027;International Journal of the Book;14479567, 14479516;0,104;2021;Q3;"History (Q3); Literature and Literary Theory (Q3); Communication (Q4); Library and Information Sciences (Q4)"
24387;20000195088;International Journal of the Humanities;14479508, 14479559;0,104;2021;Q4;Arts and Humanities (miscellaneous) (Q4)
24388;21101046401;Intrecci d'Arte;22407251;0,104;2021;Q3;"Visual Arts and Performing Arts (Q3); Arts and Humanities (miscellaneous) (Q4); Museology (Q4)"
24389;16100154781;Irish University Review;00211427, 20472153;0,104;2021;Q3;Literature and Literary Theory (Q3)
24390;21898;Japanese Journal of Anesthesiology;214892;0,104;2021;Q4;"Anesthesiology and Pain Medicine (Q4); Medicine (miscellaneous) (Q4)"
24391;22960;Japanese Journal of Leprosy;13423681, 1884314X;0,104;2021;Q4;"Dermatology (Q4); Infectious Diseases (Q4); Medicine (miscellaneous) (Q4)"
24392;12751;Japanese Journal of Neurosurgery;0917950X;0,104;2021;Q4;"Neurology (clinical) (Q4); Surgery (Q4)"
24393;15300;JK Science;9721177;0,104;2021;Q4;Internal Medicine (Q4)
24394;19500157019;Journal fur Asthetische Chirurgie;18674313, 18674305;0,104;2021;Q4;Surgery (Q4)
24395;20690;Journalism history;947679;0,104;2021;Q4;Communication (Q4)
24396;22525;Journal of Advanced Zoology;2537214;0,104;2021;Q4;Animal Science and Zoology (Q4)
24397;21100945768;Journal of Contemporary Iraq and the Arab World;25158546, 25158538;0,104;2021;Q4;"Arts and Humanities (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)"
24398;87636;Journal of Interventional Radiology;2680882;0,104;2021;Q4;Radiology, Nuclear Medicine and Imaging (Q4)
24399;21101043299;Journal of Islamic Architecture;23564644, 20862636;0,104;2021;Q3;"Religious Studies (Q3); Archeology (arts and humanities) (Q4); Architecture (Q4); Building and Construction (Q4); History and Philosophy of Science (Q4); Urban Studies (Q4)"
24400;15323;Journal of Jilin University Medicine Edition;1671587X;0,104;2021;Q4;Pharmacology (Q4)
24401;21100407408;Journal of Law, Religion and State;22126465, 22124810;0,104;2021;Q3;"Religious Studies (Q3); Law (Q4); Sociology and Political Science (Q4)"
24402;21101039809;Journal of Medieval Monastic Studies;20343515, 20343523;0,104;2021;Q3;"History (Q3); Religious Studies (Q3); Visual Arts and Performing Arts (Q3); Archeology (arts and humanities) (Q4)"
24403;19600164400;Journal of Presbyterian History;15219216;0,104;2021;Q3;"History (Q3); Religious Studies (Q3)"
24404;21101021921;Journal of Property Tax Assessment and Administration;15483606, 13571419;0,104;2021;Q4;"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4); Law (Q4)"
24405;21100898975;Journal of Scottish Historical Studies;1748538X, 17551749;0,104;2021;Q3;"History (Q3); Anthropology (Q4); Cultural Studies (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4)"
24406;21100198701;Journal of South India Medicolegal Association;9746196;0,104;2021;Q4;Pathology and Forensic Medicine (Q4)
24407;21101043800;Journal of the Ghana Science Association;8553823;0,104;2021;Q4;"Agricultural and Biological Sciences (miscellaneous) (Q4); Agronomy and Crop Science (Q4); Animal Science and Zoology (Q4); Soil Science (Q4)"
24408;21100217001;Journal of the Institute of Electrical Engineers of Japan;13405551, 18814190;0,104;2021;Q4;Electrical and Electronic Engineering (Q4)
24409;21101032777;Kalbotyra;20298315, 13921517;0,104;2021;Q4;Linguistics and Language (Q4)
24410;21100929889;Kamchatka;23401869;0,104;2021;Q3;"History (Q3); Literature and Literary Theory (Q3); Communication (Q4); Cultural Studies (Q4); Linguistics and Language (Q4)"
24411;21100267916;Kirchliche Zeitgeschichte;2196808X, 09329951;0,104;2021;Q3;"History (Q3); Religious Studies (Q3)"
24412;18700156726;Kriminologisches Journal;3411966;0,104;2021;Q4;"Law (Q4); Safety Research (Q4)"
24413;21100898308;Languages Cultures Mediation;22841881, 24210293;0,104;2021;Q4;"Communication (Q4); Cultural Studies (Q4); Linguistics and Language (Q4); Sociology and Political Science (Q4)"
24414;21101037322;Latin-American Journal of Discourse Studies;24479543;0,104;2021;Q4;"Communication (Q4); Linguistics and Language (Q4)"
24415;146189;Legal Ethics;1460728X, 17578450;0,104;2021;Q4;"Law (Q4); Philosophy (Q4)"
24416;40463;Lege Artis Medicinae;8664811;0,104;2021;Q4;Medicine (miscellaneous) (Q4)
24417;21100228122;Leviathan;17501849, 15256995;0,104;2021;Q3;Literature and Literary Theory (Q3)
24418;21101023071;Litteraria Pragensia;08628424, 2571452X;0,104;2021;Q3;"Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); Cultural Studies (Q4)"
24419;24755;Lizi Jiaohuan Yu Xifu/Ion Exchange and Adsorption;10015493;0,104;2021;Q4;"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4)"
24420;21101030457;Mathematics for Applications;18053629, 18053610;0,104;2021;Q4;"Applied Mathematics (Q4); Mathematics (miscellaneous) (Q4)"
24421;24474;Modern Philology;00268232, 15456951;0,104;2021;Q3;"Literature and Literary Theory (Q3); Cultural Studies (Q4); Linguistics and Language (Q4)"
24422;21101032724;Modulo Arquitectura CUC;23897732, 01246542;0,104;2021;Q3;"Visual Arts and Performing Arts (Q3); Architecture (Q4); Arts and Humanities (miscellaneous) (Q4); Urban Studies (Q4)"
24423;11700154613;Nanotechnology Perceptions;16606795, 22352074;0,104;2021;Q4;"Condensed Matter Physics (Q4); Engineering (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4); Nanoscience and Nanotechnology (Q4)"
24424;17311;Natur und Recht;14390515, 01721631;0,104;2021;Q4;"Agricultural and Biological Sciences (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4)"
24425;23950;Neurophysiologie-Labor;14394847, 18764487;0,104;2021;Q4;"Neurology (clinical) (Q4); Pathology and Forensic Medicine (Q4); Physiology (medical) (Q4)"
24426;21101037327;Noctua;22841180;0,104;2021;Q3;"History (Q3); Arts and Humanities (miscellaneous) (Q4); History and Philosophy of Science (Q4); Philosophy (Q4)"
24427;28928;Northeast African Studies;15356574, 07409133;0,104;2021;Q3;"History (Q3); Cultural Studies (Q4)"
24428;15625;Paediatria Croatica;13301403, 1846405X;0,104;2021;Q4;Pediatrics, Perinatology and Child Health (Q4)
24429;66030;Pakistan Journal of Ophthalmology;8863067;0,104;2021;Q4;Ophthalmology (Q4)
24430;29988;Pennsylvania Geographer;5535980;0,104;2021;Q4;"Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4)"
24431;74637;Performance Apparel Markets;14776456;0,104;2021;Q4;Materials Science (miscellaneous) (Q4)
24432;145042;Perspectives on Political Science;10457097;0,104;2021;Q4;"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
24433;13718;Pharmaceutical Engineering;2738139;0,104;2021;Q4;Pharmaceutical Science (Q4)
24434;14661;Planning;12610;0,104;2021;Q4;Geography, Planning and Development (Q4)
24435;21101021434;Politica del Diritto;00323063, 19738161;0,104;2021;Q4;Law (Q4)
24436;16400154767;Pomegranate;17431735, 15280268;0,104;2021;Q3;"Religious Studies (Q3); Cultural Studies (Q4)"
24437;5700166761;PORTAL: Journal of Multidisciplinary International Studies;14492490;0,104;2021;Q4;"Anthropology (Q4); Cultural Studies (Q4); Demography (Q4)"
24438;17600154906;Pouvoirs: Revue d'Etudes Constitutionnelles et Politiques;21010390, 01520768;0,104;2021;Q4;"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
24439;4000149104;Pratiques en Nutrition;17667305;0,104;2021;Q4;Nutrition and Dietetics (Q4)
24440;21100211359;Purushartha;0975024X;0,104;2021;Q4;"Philosophy (Q4); Strategy and Management (Q4)"
24441;21100868953;Quinnipiac Law Review;10738606;0,104;2021;Q4;Law (Q4)
24442;21100815369;Quiroga;22547037;0,104;2021;Q3;"Visual Arts and Performing Arts (Q3); Conservation (Q4); Museology (Q4)"
24443;34363;R and D: Research and Development Kobe Steel Engineering Reports;3738868;0,104;2021;Q4;"Materials Chemistry (Q4); Mechanics of Materials (Q4); Metals and Alloys (Q4)"
24444;21100936536;Rassegna Iberistica;03924777, 20376588;0,104;2021;Q3;"Literature and Literary Theory (Q3); Linguistics and Language (Q4)"
24445;21100845669;Reception: Texts, Readers, Audiences, History;21680604, 21557888;0,104;2021;Q3;"History (Q3); Literature and Literary Theory (Q3); Communication (Q4); Cultural Studies (Q4)"
24446;21101037325;Reserve Bank of India Occasional Papers;9727493;0,104;2021;Q4;Economics, Econometrics and Finance (miscellaneous) (Q4)
24447;20000195089;Reti Medievali Rivista;15932214;0,104;2021;Q3;History (Q3)
24448;21101033834;Review of Applied Socio-Economic Research;22476172;0,104;2021;Q4;"Business and International Management (Q4); Economics and Econometrics (Q4); Management of Technology and Innovation (Q4); Marketing (Q4); Social Sciences (miscellaneous) (Q4)"
24449;21101047929;Review of European and Russian Affairs;17184835;0,104;2021;Q4;"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
24450;12100154810;Revista Chilena de Cirugia;03793893, 07184026;0,104;2021;Q4;Surgery (Q4)
24451;16400154735;Revista de Critica Literaria Latinoamericana;2528843;0,104;2021;Q3;"Literature and Literary Theory (Q3); Cultural Studies (Q4)"
24452;21100938723;Revista de Etnografie si Folclor;348198;0,104;2021;Q4;"Anthropology (Q4); Cultural Studies (Q4)"
24453;17300154715;Revista de Filosofia (Venezuela);07981171, 24779598;0,104;2021;Q4;Philosophy (Q4)
24454;16932;Revista de Obras Publicas;00348619, 16954408;0,104;2021;Q4;Civil and Structural Engineering (Q4)
24455;21100829573;Revista de Quimica e Industria Textil;23854812, 23854804;0,104;2021;Q4;"Business and International Management (Q4); Chemical Engineering (miscellaneous) (Q4); Industrial and Manufacturing Engineering (Q4); Polymers and Plastics (Q4)"
24456;16300154735;Revue de Metaphysique et de Morale;351571;0,104;2021;Q4;Philosophy (Q4)
24457;19700166615;Revue du Rhumatisme Monographies;22120920, 18786227;0,104;2021;Q4;Rheumatology (Q4)
24458;144719;Rivista Italiana di Medicina dell'Adolescenza;20350678;0,104;2021;Q4;Pediatrics, Perinatology and Child Health (Q4)
24459;19700170142;Romance Studies;17458153, 02639904;0,104;2021;Q3;Literature and Literary Theory (Q3)
24460;18170;Rubber World;359572;0,104;2021;Q4;"Materials Chemistry (Q4); Polymers and Plastics (Q4)"
24461;16100154740;Russian Studies in Philosophy;15580431, 10611967;0,104;2021;Q4;Philosophy (Q4)
24462;6500153169;Sartre Studies International;13571559, 15585476;0,104;2021;Q3;"Literature and Literary Theory (Q3); Philosophy (Q4)"
24463;21100829241;Scandinavian Psychologist;18945570;0,104;2021;Q4;Psychology (miscellaneous) (Q4)
24464;21100819609;Schedae Informaticae;17323916, 20838476;0,104;2021;Q4;Computer Science (miscellaneous) (Q4)
24465;5800208074;Sintagma;2149141;0,104;2021;Q4;Linguistics and Language (Q4)
24466;19900191875;Sociedade e Cultura;19808194, 14158566;0,104;2021;Q4;"Arts and Humanities (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)"
24467;19700181428;Sokendai Review of Cultural and Social Studies;1883096X;0,104;2021;Q4;"Cultural Studies (Q4); Social Sciences (miscellaneous) (Q4)"
24468;21100215917;Stadsgeschiedenis;18720676;0,104;2021;Q3;"History (Q3); Urban Studies (Q4)"
24469;17867;Studies in Romanticism;393762;0,104;2021;Q3;Literature and Literary Theory (Q3)
24470;8000153126;Taiwanese Journal of Agricultural Chemistry and Food Science;16052471;0,104;2021;Q4;"Agronomy and Crop Science (Q4); Applied Microbiology and Biotechnology (Q4); Food Science (Q4)"
24471;16400154781;Thomas Wolfe Review;2765683;0,104;2021;Q3;Literature and Literary Theory (Q3)
24472;16300154759;Tijdschrift van de Koninklijke Vereniging voor Nederlandse Muziekgeschiedenis;13837079, 18756409;0,104;2021;Q3;Music (Q3)
24473;21100900333;Token;22995900, 23922087;0,104;2021;Q4;"Communication (Q4); Linguistics and Language (Q4)"
24474;5800207911;Translation and Literature;09681361, 17500214;0,104;2021;Q3;"Literature and Literary Theory (Q3); Linguistics and Language (Q4)"
24475;21100852104;Universitatis Iagellonicae Acta Mathematica;08600120, 20843828;0,104;2021;Q4;"Algebra and Number Theory (Q4); Analysis (Q4); Geometry and Topology (Q4)"
24476;21101023767;U.S. Geological Survey Scientific Investigations Map;2329132X, 23291311;0,104;2021;Q4;"Geology (Q4); Geophysics (Q4); Paleontology (Q4); Stratigraphy (Q4)"
24477;21100202142;Usuteaduslik Ajakiri;14066564;0,104;2021;Q3;Religious Studies (Q3)
24478;21101049681;Verbum(Lithuania);20296223, 25388746;0,104;2021;Q4;"Education (Q4); Linguistics and Language (Q4)"
24479;17700154927;Volkskunde;00428523, 07753128;0,104;2021;Q3;"History (Q3); Anthropology (Q4); Cultural Studies (Q4)"
24480;21100939717;Wellsian;2631776;0,104;2021;Q3;Literature and Literary Theory (Q3)
24481;17500154727;Word of Mouth;10483950;0,104;2021;Q4;Education (Q4)
24482;16200154725;World of Music;438774;0,104;2021;Q3;Music (Q3)
24483;21100855863;Wuhan Ligong Daxue Xuebao/Journal of Wuhan University of Technology;16714431;0,104;2021;Q4;Engineering (miscellaneous) (Q4)
24484;21100212328;Zbornik za Umetnostno Zgodovino;0351224X, 15803767;0,104;2021;Q3;"History (Q3); Visual Arts and Performing Arts (Q3)"
24485;5100155055;AAO Journal;23755776, 23755717;0,103;2021;Q4;"Advanced and Specialized Nursing (Q4); Complementary and Alternative Medicine (Q4); Complementary and Manual Therapy (Q4)"
24486;4000151906;Acta Anatomica Sinica;5291356;0,103;2021;Q4;"Anatomy (Q4); Embryology (Q4); Histology (Q4); Structural Biology (Q4)"
24487;19600157337;Acta Comeniana;2315955;0,103;2021;Q4;"Cultural Studies (Q4); Education (Q4); History (Q4); Philosophy (Q4); Religious Studies (Q4)"
24488;14000155881;Africana Linguistica;654124;0,103;2021;Q4;Linguistics and Language (Q4)
24489;21101044883;Agricultural Research Journal;2395146X, 23951435;0,103;2021;Q4;"Agricultural and Biological Sciences (miscellaneous) (Q4); Agronomy and Crop Science (Q4); Food Science (Q4); Horticulture (Q4)"
24490;21101021224;AIUB Journal of Science and Engineering;16083679, 25204890;0,103;2021;Q4;"Computer Science (miscellaneous) (Q4); Engineering (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4)"
24491;21100996947;Akroterion;20792883, 03031896;0,103;2021;Q3;Classics (Q3)
24492;21100396507;Algorithmic Finance;21576203, 21585571;0,103;2021;Q4;"Computational Mathematics (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4); Finance (Q4)"
24493;18365;Anglo-Saxon England;14740532, 02636751;0,103;2021;Q4;"Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4); History (Q4)"
24494;27951;Annales de la Fondation Louis de Broglie;1824295;0,103;2021;Q4;Physics and Astronomy (miscellaneous) (Q4)
24495;36303;Annals of Arid Zone;5701791;0,103;2021;Q4;"Agronomy and Crop Science (Q4); Animal Science and Zoology (Q4); Ecology, Evolution, Behavior and Systematics (Q4)"
24496;7400153107;Architektura a Urbanizmus;448680;0,103;2021;Q4;"Architecture (Q4); Conservation (Q4); Urban Studies (Q4)"
24497;62985;Art Bulletin;43079;0,103;2021;Q3;"Visual Arts and Performing Arts (Q3); History (Q4)"
24498;21101030127;Art History and Criticism;18224555, 18224547;0,103;2021;Q3;"Visual Arts and Performing Arts (Q3); History (Q4); Museology (Q4)"
24499;21100943609;Artifact;17493471, 17493463;0,103;2021;Q3;"Visual Arts and Performing Arts (Q3); Computer Graphics and Computer-Aided Design (Q4)"
24500;21100904989;Atencion Primaria Practica;26050730;0,103;2021;Q4;Family Practice (Q4)
24501;21100332241;Aussiger Beitrage;18026419;0,103;2021;Q3;"Literature and Literary Theory (Q3); Education (Q4); Linguistics and Language (Q4)"
24502;21100204309;Avances en Quimica;18565301;0,103;2021;Q4;Chemistry (miscellaneous) (Q4)
24503;15412;Biofutur;2943506;0,103;2021;Q4;"Agricultural and Biological Sciences (miscellaneous) (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4)"
24504;21101057637;Biosalud;16579550;0,103;2021;Q4;Medicine (miscellaneous) (Q4)
24505;19800188079;Bollettino di Storia delle Scienze Matematiche;03924432, 17241650;0,103;2021;Q4;"History and Philosophy of Science (Q4); Mathematics (miscellaneous) (Q4)"
24506;21100223157;Brukenthal. Acta Musei;18422691;0,103;2021;Q3;"Visual Arts and Performing Arts (Q3); Conservation (Q4); Ecology, Evolution, Behavior and Systematics (Q4); History (Q4); Museology (Q4); Paleontology (Q4)"
24507;6000164636;Bulgarian Historical Review;2048906;0,103;2021;Q4;History (Q4)
24508;5700169137;Bulletin of the Institute of History and Philology Academia Sinica;10124195;0,103;2021;Q4;"Archeology (Q4); Archeology (arts and humanities) (Q4); History (Q4); Linguistics and Language (Q4); Religious Studies (Q4)"
24509;19700177105;Cahiers Elisabethains;20544715, 01847678;0,103;2021;Q3;"Literature and Literary Theory (Q3); History (Q4)"
24510;14115;Canadian Journal of Information and Library Science;1195096X;0,103;2021;Q4;"Information Systems (Q4); Library and Information Sciences (Q4)"
24511;29126;Cancer Forum;0311306X;0,103;2021;Q4;"Cancer Research (Q4); Oncology (Q4)"
24512;5700164170;Central Europe;14790963;0,103;2021;Q4;"Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
24513;5700153643;Chasqui;1458973;0,103;2021;Q3;"Literature and Literary Theory (Q3); Cultural Studies (Q4)"
24514;21101020033;Chinese Journal of Digestive Surgery;16739752;0,103;2021;Q4;"Gastroenterology (Q4); Surgery (Q4)"
24515;93618;Chinese Journal of Gastroenterology;10087125;0,103;2021;Q4;Gastroenterology (Q4)
24516;3200147814;Chinese Journal of Interventional Imaging and Therapy;16728475;0,103;2021;Q4;Radiology, Nuclear Medicine and Imaging (Q4)
24517;21100829255;Chinese Journal of Pharmaceutical Biotechnology;10058915;0,103;2021;Q4;"Applied Microbiology and Biotechnology (Q4); Pharmaceutical Science (Q4)"
24518;21101046253;Chinese Journal of Polar Research;10077073;0,103;2021;Q4;"Atmospheric Science (Q4); Ecology (Q4); Geology (Q4)"
24519;24471;Civil War History;15336271, 00098078;0,103;2021;Q4;History (Q4)
24520;16000154713;CLA Journal;78549;0,103;2021;Q3;"Literature and Literary Theory (Q3); Education (Q4); Linguistics and Language (Q4)"
24521;13038;Cleveland state law review;98876;0,103;2021;Q4;Law (Q4)
24522;19700201648;Corrosion and Materials;13261932;0,103;2021;Q4;"Chemistry (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4)"
24523;21101037323;Critical Studies in Fashion and Beauty;20404425, 20404417;0,103;2021;Q3;"Visual Arts and Performing Arts (Q3); Arts and Humanities (miscellaneous) (Q4)"
